Rooms,Price,Distance,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,YearSold,Season_Fall,Season_Spring,Season_Summer,Season_Winter,AgeAtSale,Type_h,Type_t,Type_u,Council_Banyule,Council_Bayside,Council_Boroondara,Council_Brimbank,Council_Cardinia,Council_Casey,Council_Darebin,Council_Frankston,Council_Glen Eira,Council_Greater Dandenong,Council_Hobsons Bay,Council_Hume,Council_Kingston,Council_Knox,Council_Macedon Ranges,Council_Manningham,Council_Maribyrnong,Council_Maroondah,Council_Melbourne,Council_Melton,Council_MissingCouncil,Council_Monash,Council_Moonee Valley,Council_Moorabool,Council_Moreland,Council_Nillumbik,Council_Port Phillip,Council_Stonnington,Council_Unavailable,Council_Whitehorse,Council_Whittlesea,Council_Wyndham,Council_Yarra,Council_Yarra Ranges,Region_Eastern Metropolitan,Region_Eastern Victoria,Region_Northern Metropolitan,Region_Northern Victoria,Region_South-Eastern Metropolitan,Region_Southern Metropolitan,Region_Western Metropolitan,Region_Western Victoria
0.1111111111111111,1480000.0,0.05274261603375527,0.0,0.1,0.0505,0.02170236753100338,0.48969791870555923,0.5176512507537439,0.0,0,0,0,1,0.2553191489361702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,1035000.0,0.05274261603375527,0.0,0.0,0.039,0.01944757609921082,0.4788673582566787,0.5130831216766865,0.0,0,0,0,1,0.6276595744680851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,1465000.0,0.05274261603375527,0.3333333333333333,0.0,0.0335,0.03945885005636979,0.47704051673517256,0.513996747492115,1.0,0,1,0,0,0.6329787234042553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,850000.0,0.05274261603375527,0.3333333333333333,0.1,0.0235,0.048853814355505454,0.49322111306844363,0.5162808120306295,1.0,0,1,0,0,0.26063829787234044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3333333333333333,1600000.0,0.05274261603375527,0.0,0.2,0.03,0.03720405862457723,0.47978077901741756,0.5137226597474864,0.0,0,0,1,0,0.02127659574468085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,941000.0,0.05274261603375527,0.0,0.0,0.04525,0.02170236753100338,0.48382592810074243,0.5148190107259438,0.0,0,1,0,0,0.2553191489361702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,1876000.0,0.05274261603375527,0.3333333333333333,0.0,0.06125,0.05636978579481398,0.48604423566256116,0.5184735139876295,0.0,0,1,0,0,0.5744680851063829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,1636000.0,0.05274261603375527,0.0,0.2,0.064,0.02733934611048478,0.48134664317871056,0.5149103733074867,0.0,1,0,0,0,0.6808510638297872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.0,300000.0,0.05274261603375527,0.0,0.1,0.0,0.00977076287110109,0.4881320545442662,0.5166462623567725,0.0,1,0,0,0,0.2553191489361702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,1097000.0,0.05274261603375527,0.0,0.2,0.055,0.018320180383314545,0.4878710771840531,0.5181080636614297,0.0,1,0,0,0,0.6276595744680851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,700000.0,0.05274261603375527,0.3333333333333333,0.1,0.0,0.030721533258173617,0.4748222091733538,0.5252343450216586,0.0,1,0,0,0,0.2553191489361702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,1350000.0,0.05274261603375527,0.3333333333333333,0.2,0.0535,0.05073280721533258,0.4780844261760251,0.5158239991229152,0.0,1,0,0,0,0.06914893617021277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,750000.0,0.05274261603375527,0.3333333333333333,0.1,0.0,0.023675310033821874,0.47899784693677816,0.5159153617044581,0.0,1,0,0,0,0.047872340425531915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,1172500.0,0.05274261603375527,0.0,0.1,0.04875,0.02170236753100338,0.47821491485613876,0.5166462623567725,0.0,0,0,1,0,0.2553191489361702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.0,441000.0,0.05274261603375527,0.0,0.1,0.0,0.00977076287110109,0.4870881451034137,0.5180167010798868,0.0,0,1,0,0,0.2553191489361702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,1310000.0,0.05274261603375527,0.0,0.2,0.059500000000000004,0.024520856820744077,0.47743198277549936,0.5169203501014294,0.0,1,0,0,0,0.6808510638297872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,1200000.0,0.05274261603375527,0.3333333333333333,0.1,0.02825,0.028184892897406992,0.48186859789913683,0.512717671350515,0.0,0,0,1,0,0.7340425531914893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,1176500.0,0.05274261603375527,0.0,0.1,0.0345,0.026775648252536637,0.48643570170287376,0.5159153617044581,0.0,0,0,1,0,0.6808510638297872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2222222222222222,955000.0,0.05274261603375527,0.0,0.0,0.04575,0.02959413754227734,0.4863052130227743,0.5168289875198866,0.0,1,0,0,0,0.2553191489361702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1111111111111111,890000.0,0.05274261603375527,0.0,0.1,0.0375,0.0177564825253664,0.48774058850395363,0.5194785023845725,0.0,1,0,0,0,0.175531914893617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
